Index,ClosingPrice,Prediction,Outcome,ConsecutiveLosses
866,1.109016,Neutral,Neutral,
867,1.109545,Neutral,Neutral,
868,1.110112,Neutral,Neutral,
869,1.11823,Positive,Win,0
870,1.12023,Positive,Win,0
871,1.122083,Positive,Loss,1
872,1.122083,Positive,Loss,2
873,1.117144,Positive,Loss,3
874,1.116196,Neutral,Neutral,
875,1.119799,Negative,Win,0
876,1.115474,Neutral,Neutral,
877,1.111321,Negative,Win,0
878,1.111111,Negative,Loss,1
879,1.111667,Negative,Loss,2
880,1.113573,Negative,Win,0
881,1.11309,Neutral,Neutral,
882,1.1154,Neutral,Neutral,
883,1.113958,Positive,Loss,1
884,1.109459,Neutral,Neutral,
885,1.109693,Negative,Win,0
886,1.108561,Neutral,Neutral,
887,1.109644,Negative,Win,0
888,1.105522,Neutral,Neutral,
889,1.102536,Neutral,Neutral,
890,1.101977,Negative,Loss,1
891,1.102256,Negative,Win,0
892,1.101686,Negative,Loss,1
893,1.102913,Negative,Loss,2
894,1.108979,Neutral,Neutral,
895,1.106293,Positive,Loss,3
896,1.104728,Neutral,Neutral,
897,1.100231,Neutral,Neutral,
898,1.098298,Negative,Win,0
899,1.094931,Negative,Win,0
900,1.091346,Negative,Loss,1
901,1.091941,Negative,Win,0
902,1.087595,Negative,Win,0
903,1.084599,Negative,Win,0
904,1.084175,Negative,Win,0
905,1.084011,Negative,Win,0
906,1.07954,Negative,Loss,1
907,1.08101,Negative,Win,0
908,1.0788,Negative,Loss,1
909,1.083905,Negative,Loss,2
910,1.08492,Neutral,Neutral,
911,1.0882,Positive,Win,0
912,1.088589,Positive,Win,0
913,1.099723,Positive,Win,0
914,1.105131,Positive,Win,0
915,1.114405,Positive,Win,0
916,1.118068,Positive,Loss,1
917,1.113908,Positive,Win,0
918,1.122385,Positive,Win,0
919,1.138602,Positive,Win,0
920,1.139796,Positive,Loss,1
921,1.131651,Positive,Loss,2
922,1.126152,Neutral,Neutral,
923,1.118493,Neutral,Neutral,
924,1.115536,Negative,Loss,3
925,1.116321,Negative,Win,0
926,1.101552,Negative,Win,0
927,1.096155,Negative,Win,0
928,1.065735,Negative,Loss,1
929,1.069439,Negative,Loss,2
930,1.076461,Negative,Loss,3
931,1.080264,Neutral,Neutral,
932,1.088957,Neutral,Neutral,
933,1.104826,Positive,Win,0
934,1.113908,Positive,Loss,1
935,1.103047,Positive,Loss,2
936,1.102657,Positive,Loss,3
937,1.095362,Neutral,Neutral,
938,1.08474,Negative,Win,0
939,1.080696,Negative,Win,0
940,1.08038,Negative,Loss,1
941,1.089514,Negative,Win,0
942,1.086366,Neutral,Neutral,
943,1.092741,Neutral,Neutral,
944,1.093267,Neutral,Neutral,
945,1.092299,Positive,Win,0
946,1.098539,Neutral,Neutral,
947,1.09051,Positive,Loss,1
948,1.085847,Neutral,Neutral,
949,1.086697,Negative,Win,0
950,1.086484,Neutral,Neutral,
951,1.085647,Negative,Win,0
952,1.080964,Negative,Win,0
953,1.077702,Negative,Loss,1
954,1.082368,Negative,Loss,2
955,1.082485,Negative,Loss,3
956,1.083658,Neutral,Neutral,
957,1.087725,Positive,Win,0
958,1.094547,Positive,Win,0
959,1.095963,Positive,Loss,1
960,1.090429,Positive,Loss,2
961,1.083858,Neutral,Neutral,
962,1.079855,Neutral,Neutral,
963,1.083717,Negative,Loss,3
964,1.083952,Negative,Win,0
965,1.080941,Neutral,Neutral,
966,1.084681,Neutral,Neutral,
967,1.082368,Positive,Loss,1
968,1.080696,Neutral,Neutral,
969,1.082134,Negative,Loss,2
970,1.091512,Neutral,Neutral,
971,1.092777,Neutral,Neutral,
972,1.098298,Positive,Loss,3
973,1.09529,Positive,Loss,4
974,1.09078,Positive,Loss,5
975,1.0903,Neutral,Neutral,
976,1.098177,Negative,Loss,6
977,1.101686,Neutral,Neutral,
978,1.107911,Neutral,Neutral,
979,1.111852,Positive,Win,0
980,1.112595,Positive,Win,0
981,1.118944,Positive,Win,0
982,1.123595,Positive,Win,0
983,1.133787,Positive,Loss,1
984,1.131952,Positive,Loss,2
985,1.130557,Positive,Win,0
986,1.133222,Neutral,Neutral,
987,1.136544,Neutral,Neutral,
988,1.128808,Neutral,Neutral,
989,1.125201,Neutral,Neutral,
990,1.133774,Neutral,Neutral,
991,1.12657,Neutral,Neutral,
992,1.12429,Negative,Win,0
993,1.1211,Negative,Win,0
994,1.117756,Negative,Loss,1
995,1.127968,Negative,Loss,2
996,1.131235,Neutral,Neutral,
997,1.125087,Neutral,Neutral,
998,1.122208,Neutral,Neutral,
999,1.122586,Neutral,Neutral,
1000,1.12472,Neutral,Neutral,
1001,1.123595,Neutral,Neutral,
1002,1.125138,Neutral,Neutral,
1003,1.123785,Positive,Win,0
1004,1.12472,Neutral,Neutral,
1005,1.131286,Neutral,Neutral,
1006,1.127523,Positive,Win,0
1007,1.133915,Neutral,Neutral,
1008,1.128796,Positive,Win,0
1009,1.131004,Neutral,Neutral,
1010,1.13455,Neutral,Neutral,
1011,1.14107,Positive,Win,0
1012,1.141719,Positive,Loss,1
1013,1.139212,Positive,Win,0
1014,1.144296,Positive,Win,0
1015,1.145869,Positive,Win,0
1016,1.153403,Positive,Win,0
1017,1.156872,Positive,Win,0
1018,1.159608,Positive,Win,0
1019,1.165257,Positive,Win,0
1020,1.176928,Positive,Loss,1
1021,1.17188,Positive,Win,0
1022,1.178287,Positive,Win,0
1023,1.187225,Positive,Loss,1
1024,1.178231,Positive,Loss,2
1025,1.176332,Neutral,Neutral,
1026,1.181544,Neutral,Neutral,
1027,1.187282,Neutral,Neutral,
1028,1.187648,Neutral,Neutral,
1029,1.178273,Positive,Loss,3
1030,1.173778,Neutral,Neutral,
1031,1.173654,Neutral,Neutral,
1032,1.17938,Negative,Loss,4
1033,1.181656,Neutral,Neutral,
1034,1.185255,Neutral,Neutral,
1035,1.187648,Positive,Win,0
1036,1.194786,Positive,Loss,1
1037,1.18435,Positive,Win,0
1038,1.187366,Neutral,Neutral,
1039,1.179802,Neutral,Neutral,
1040,1.179454,Neutral,Neutral,
1041,1.183502,Negative,Loss,1
1042,1.184273,Neutral,Neutral,
1043,1.181963,Neutral,Neutral,
1044,1.191824,Neutral,Neutral,
1045,1.193902,Positive,Loss,2
1046,1.192321,Positive,Loss,3
1047,1.184736,Neutral,Neutral,
1048,1.183978,Neutral,Neutral,
1049,1.183446,Negative,Win,0
1050,1.182173,Negative,Win,0
1051,1.177024,Negative,Loss,1
1052,1.180638,Negative,Loss,2
1053,1.182438,Negative,Loss,3
1054,1.184273,Neutral,Neutral,
1055,1.187,Positive,Loss,4
1056,1.184441,Positive,Loss,5
1057,1.180345,Neutral,Neutral,
1058,1.18482,Neutral,Neutral,
1059,1.184553,Neutral,Neutral,
1060,1.1768,Neutral,Neutral,
1061,1.170837,Negative,Win,0
1062,1.165854,Negative,Loss,1
1063,1.167324,Negative,Win,0
1064,1.163535,Negative,Loss,1
1065,1.167883,Negative,Loss,2
1066,1.174205,Neutral,Neutral,
1067,1.172608,Positive,Win,0
1068,1.174495,Neutral,Neutral,
1069,1.172044,Positive,Win,0
1070,1.179245,Neutral,Neutral,
1071,1.173764,Neutral,Neutral,
1072,1.176747,Neutral,Neutral,
1073,1.1767,Neutral,Neutral,
1074,1.181684,Neutral,Neutral,
1075,1.181614,Neutral,Neutral,
1076,1.174219,Neutral,Neutral,
1077,1.174398,Negative,Win,0
1078,1.170713,Neutral,Neutral,
1079,1.17155,Negative,Loss,1
1080,1.176886,Neutral,Neutral,
1081,1.182984,Positive,Win,0
1082,1.185396,Positive,Loss,1
1083,1.181502,Positive,Win,0
1084,1.184848,Positive,Loss,1
1085,1.180944,Positive,Loss,2
1086,1.178411,Neutral,Neutral,
1087,1.174867,Negative,Win,0
1088,1.16787,Negative,Win,0
1089,1.164212,Negative,Loss,1
1090,1.16428,Negative,Loss,2
1091,1.176221,Negative,Win,0
1092,1.173268,Neutral,Neutral,
1093,1.181754,Neutral,Neutral,
1094,1.189301,Positive,Loss,1
1095,1.182732,Positive,Loss,2
1096,1.181879,Neutral,Neutral,
1097,1.17803,Neutral,Neutral,
1098,1.180339,Negative,Loss,3
1099,1.184525,Negative,Loss,4
1100,1.185944,Neutral,Neutral,
1101,1.186366,Positive,Loss,5
1102,1.184764,Positive,Win,0
1103,1.186648,Neutral,Neutral,
1104,1.186648,Positive,Loss,1
1105,1.184273,Positive,Win,0
1106,1.190051,Negative,Loss,1
1107,1.192,Positive,Loss,2
1108,1.1916,Positive,Win,0
1109,1.197146,Neutral,Neutral,
1110,1.193816,Positive,Win,0
1111,1.207438,Neutral,Neutral,
1112,1.21146,Neutral,Neutral,
1113,1.214565,Positive,Loss,1
1114,1.212136,Positive,Loss,2
1115,1.211314,Positive,Loss,3
1116,1.211094,Neutral,Neutral,
1117,1.207875,Negative,Loss,4
1118,1.214429,Negative,Win,0
1119,1.21334,Neutral,Neutral,
1120,1.21489,Neutral,Neutral,
1121,1.21543,Neutral,Neutral,
1122,1.219959,Positive,Win,0
1123,1.226272,Positive,Loss,1
1124,1.221613,Positive,Win,0
1125,1.223691,Positive,Loss,1
1126,1.218665,Positive,Win,0
1127,1.219141,Neutral,Neutral,
1128,1.218472,Neutral,Neutral,
1129,1.22051,Neutral,Neutral,
1130,1.222345,Neutral,Neutral,
1131,1.225295,Positive,Win,0
1132,1.22999,Positive,Loss,1
1133,1.218027,Positive,Win,0
1134,1.22507,Neutral,Neutral,
1135,1.22516,Neutral,Neutral,
1136,1.230027,Neutral,Neutral,
1137,1.234111,Positive,Loss,1
1138,1.227144,Positive,Loss,2
1139,1.218621,Neutral,Neutral,
1140,1.21607,Neutral,Neutral,
1141,1.220889,Negative,Win,0
1142,1.216249,Negative,Win,0
1143,1.215126,Negative,Win,0
1144,1.206811,Negative,Loss,1
1145,1.207729,Negative,Loss,2
1146,1.213887,Negative,Win,0
